rand_index,pmid,title,abstract,journal,classification
0.647537219,30349689,Methodological impact of starch determination on starch content and ileal digestibility of starch in grain legumes for growing pigs,"Background Grain legumes represent a valuable energy source in pig diets due to their high starch content. The present study was conducted to determine the content and apparent ileal digestibility (AID) of starch in different grain legume cultivars for pigs by means of both a polarimetric and enzymatic method for starch determination. Methods Three experiments were conducted with six barrows each which were fitted with ileal T-cannulas. In total, 18 diets including six different cultivars of faba beans ( Vicia faba L .) and peas ( Pisum sativum L. ), five different cultivars of lupins ( Lupinus luteus L. , Lupinus angustifolius L. ), and one diet with a soybean meal (SBM) were fed. Results The starch content of faba beans and peas was greater ( P < 0.05) when determined polarimetrically than enzymatically (438 vs. 345 g/kg dry matter (DM) in faba beans and 509 vs. 390 g/kg DM in peas, respectively). Considerable lower starch contents were obtained in lupins and SBM, with 82 and 48 g/kg DM (analyzed polarimetrically) and <1.1 and 3 g/kg DM (analyzed enzymatically), respectively. Mean values for contents of neutral detergent fiber (NDF) and acid detergent fiber (ADF) in grain legumes ranged from 111 and 79 g/kg DM in peas to 248 and 207 g/kg DM in lupins, respectively. Contents of condensed tannins in the colored flowered faba bean cultivars ranged from 2.1 to 7.4 g/kg DM. The AID of starch was greater ( P < 0.05) in pea than in faba bean cultivars, and using the polarimetric starch determination method resulted in greater ( P < 0.05) digestibility values than using enzymatic starch analysis (84 vs. 80% in faba beans and 86 vs. 83% in peas). Moreover, AID of starch differed ( P < 0.05) within pea cultivars and starch digestibility in faba beans decreased linearly ( P < 0.05) as the content of condensed tannins increased. However, there was no relationship between contents of NDF and ADF and AID of starch in pea and faba bean cultivars. Conclusion Both contents and AID of starch in grain legumes can vary as influenced by the analytical method used for starch determination. Generally, starch digestibility is greater when measured by polarimetric rather than enzymatic methods.",Journal of animal science and biotechnology,ANIMAL
0.612137984,27016222,Use of comprehensive genomic profiling to direct point-of-care management of patients with gynecologic cancers,"  OBJECTIVE  To determine the feasibility and clinical utility of using comprehensive genomic profiling (CGP) in the course of clinical care to identify clinically relevant tumor genomic alterations for patients with either rare or refractory gynecologic cancers to facilitate point-of-care management. Use of an expert, multidisciplinary, institutional molecular tumor board (MTB) assessment is discussed regarding input on putative targeted options for individualized therapy.    METHODS  A prospective clinical trial is ongoing. We report on the initial 69 patients with gynecologic cancers that were either rare or refractory to standard therapy. CGP was performed by Foundation Medicine, Inc. Genomic alterations were reviewed by members of an MTB. Consensus recommendations on genomically targeted, FDA-approved, on- and off-label therapies and clinical trials were sent to the treating physician, and decisions and outcomes were assessed.    RESULTS  Study outcomes were available for 64 patients. The mean number of genes altered per tumor was 4.97 (median=4; range, 1–26), and the average turnaround time from testing laboratory report to generation of formal recommendations was approximately three weeks. Evaluation of genomic and clinical data by the MTB led to generation of targeted treatment options in all 64 patients, and the percentage of patients for whom one or more of these recommendations were implemented by the treating physician was 39%. Seventy percent of the patients receiving targeted therapy based on a CGP result experienced radiologic response or showed evidence of clinical benefit or stable disease.    CONCLUSION  These data suggest that an institutional MTB is a feasible venue for reviewing tumor genomic profiling results and generating clinical recommendations. These data also support the need for further studies and guidelines on clinical decision making with greater availability of broad genomically based diagnostics.  ",Gynecologic oncology,ONCO
0.363279421,30069149,Experimental Control of Turbulent Boundary Layers with In-plane Travelling Waves,"The experimental control of turbulent boundary layers using streamwise travelling waves of spanwise wall velocity, produced using a novel active surface, is outlined in this paper. The innovative surface comprises a pneumatically actuated compliant structure based on the kagome lattice geometry, supporting a pre-tensioned membrane skin. Careful design of the structure enables waves of variable length and speed to be produced in the flat surface in a robust and repeatable way, at frequencies and amplitudes known to have a favourable influence on the boundary layer. Two surfaces were developed, a preliminary module extending 152 mm in the streamwise direction, and a longer one with a fetch of 2.9 m so that the boundary layer can adjust to the new surface condition imposed by the forcing. With a shorter, 1.5 m portion of the surface actuated, generating an upstream-travelling wave, a drag reduction of 21.5 % was recorded in the boundary layer with R e τ = 1125. At the same flow conditions, a downstream-travelling produced a much smaller drag reduction of 2.6 % , agreeing with the observed trends in current simulations. The drag reduction was determined with constant temperature hot-wire measurements of the mean velocity gradient in the viscous sublayer, while simultaneous laser Doppler vibrometer measurements of the surface recorded the wall motion. Despite the mechanics of the dynamic surface resulting in some out-of-plane motion (which is small in comparison to the in-plane streamwise movement), the positive drag reduction results are encouraging for future investigations at higher Reynolds numbers.","Flow, turbulence and combustion",ENG
0.172506107,16766443,Mood-congruent free recall bias in anxious individuals is not a consequence of response bias," The status of mood-congruent free recall bias in anxious individuals was evaluated following incidental encoding of target words. Individuals with high and low levels of trait anxiety completed a modified Stroop task, which revealed an attentional bias for threat-related stimuli in anxious individuals. This group was significantly slower in naming the colour in which threat-related words were displayed compared to neutral words. In a subsequent free recall test for the words used in the modified Stroop task, anxious individuals recalled more threat-related words compared to low-anxious people. This difference was significant even when controlling for the false recall of items that had not been presented during study. These results support the view put forward by Russo, Fox, Bellinger, and Nguyen-Van-Tam (2001) that mood-congruent free recall bias in anxious individuals can be observed if the target material is encoded at a relatively shallow level. Moreover, contrary to Dowens and Calvo (2003) , the current results show that the memory advantage for threat-related information in anxious individuals is not a consequence of response bias. ","Memory (Hove, England)",PSYCH
0.979063139,22563003,Reduced functional connectivity within and between ‘social’ resting state networks in autism spectrum conditions,"Individuals with Autism Spectrum Conditions (ASC) have difficulties in social interaction and communication, which is reflected in hypoactivation of brain regions engaged in social processing, such as medial prefrontal cortex (mPFC), amygdala and insula. Resting state studies in ASC have identified reduced connectivity of the default mode network (DMN), which includes mPFC, suggesting that other resting state networks incorporating ‘social’ brain regions may also be abnormal. Using Seed-based Connectivity and Group Independent Component Analysis (ICA) approaches, we looked at resting functional connectivity in ASC between specific ‘social’ brain regions, as well as within and between whole networks incorporating these regions. We found reduced functional connectivity within the DMN in individuals with ASC, using both ICA and seed-based approaches. Two further networks identified by ICA, the salience network, incorporating the insula and a medial temporal lobe network, incorporating the amygdala, showed reduced inter-network connectivity. This was underlined by reduced seed-based connectivity between the insula and amygdala. The results demonstrate significantly reduced functional connectivity within and between resting state networks incorporating ‘social’ brain regions. This reduced connectivity may result in difficulties in communication and integration of information across these networks, which could contribute to the impaired processing of social signals in ASC.",Social cognitive and affective neuroscience,NEURO
0.323787849,26873781,Is the Crowd Better as an Assistant or a Replacement in Ontology Engineering? An Exploration Through the Lens of the Gene Ontology," Biomedical ontologies contain errors. Crowdsourcing, defined as taking a job traditionally performed by a designated agent and outsourcing it to an undefined large group of people, provides scalable access to humans. Therefore, the crowd has the potential overcome the limited accuracy and scalability found in current ontology quality assurance approaches. Crowd-based methods have identified errors in SNOMED CT, a large, clinical ontology, with an accuracy similar to that of experts, suggesting that crowdsourcing is indeed a feasible approach for identifying ontology errors. This work uses that same crowd-based methodology, as well as a panel of experts, to verify a subset of the Gene Ontology (200 relationships). Experts identified 16 errors, generally in relationships referencing acids and metals. The crowd performed poorly in identifying those errors, with an area under the receiver operating characteristic curve ranging from 0.44 to 0.73, depending on the methods configuration. However, when the crowd verified what experts considered to be easy relationships with useful definitions, they performed reasonably well. Notably, there are significantly fewer Google search results for Gene Ontology concepts than SNOMED CT concepts. This disparity may account for the difference in performance – fewer search results indicate a more difficult task for the worker. The number of Internet search results could serve as a method to assess which tasks are appropriate for the crowd. These results suggest that the crowd fits better as an expert assistant, helping experts with their verification by completing the easy tasks and allowing experts to focus on the difficult tasks, rather than an expert replacement.   Graphical Abstract   ",Journal of biomedical informatics,CS
0.859446743,20836896,Genetic transformation of lignin degrading fungi facilitated by  Agrobacterium tumefaciens,"Background White-rot fungi are primarily the major degraders of lignin, a major obstacle for commercial exploitation of plant byproducts to produce bioethanol and other industrially important products. However, to improve their efficacy for lignin degradation, it has become necessary to genetically modify these organisms using appropriate vectors. Agrobacterium tumefaciens , a soil phytopathogenic bacterium, generally transforms plants by delivering a portion of the resident Ti- plasmid, the T-DNA (transfer DNA). The trans-Kingdom gene transfer is initiated by the activity of Ti-plasmid encoded vir (virulence) genes in response to low-molecular-mass phenolic compounds such as acetosyringone. A. tumefaciens played a major role in plant genetic engineering and basic research in molecular biology, accounting for nearly 80% of the transgenic plants produced so far. Initially, it was believed that only dicotyledons, gymnosperms and a few monocotyledonous species could be transformed by this bacterium; but recent reports have totally changed this scenario by demonstrating that many 'recalcitrant' species not included in its natural host range can also be transformed, especially filamentous fungi. Results This paper describes an efficient and convenient Agrobacterium -mediated gene transformation system for successful delivery of T-DNA, carrying the genes coding for β-glucuronidase ( uidA ), green fluorescent protein ( gfp ) and hygromycin phosphotransferase ( hpt ) to the nuclear genome of lignin degrading white-rot fungi such as Phanerochaete chrysosporium , Ganoderma sp. RCKK-02, Pycnoporous cinnabarinus , Crinipellis sp. RCK-1, Pleurotus sajor-caju and fungal isolate BHR-UDSC without supplementation of acetosyringone. The fungal transformants were confirmed by PCR and Southern hybridization. The expression vector pCAMBIA 1304-RCKK was constructed by the addition of GPD promoter from plasmid p416 to the binary vector backbone pCAMBIA1304, which controls uidA and gfp gene. Transmission Electron Microscope (TEM) analysis revealed the attachment of bacterial cells to the fungal hyphae. Transformation frequency varied from 50 to 75% depending on the fungal species used in this study. The transformation efficiency was maximum at 20°C whereas no transfer was observed at temperature above 29°C. Conclusion These findings provide a rapid and reproducible transformation method without external addition of acetosyringone, which could be useful for improving white-rot fungi for their various biotechnological applications.",BMC biotechnology,ENG
0.87004262,23661152,High life in the sky? Mortality by floor of residence in Switzerland,"Living in high-rise buildings could influence the health of residents. Previous studies focused on structural features of high-rise buildings or characteristics of their neighbourhoods, ignoring differences within buildings in socio-economic position or health outcomes. We examined mortality by floor of residence in the Swiss National Cohort, a longitudinal study based on the linkage of December 2000 census with mortality and emigration records 2001–2008. Analyses were based on 1.5 million people living in buildings with four or more floors and 142,390 deaths recorded during 11.4 million person-years of follow-up. Cox models were adjusted for age, sex, civil status, nationality, language, religion, education, professional status, type of household and crowding. The rent per m 2 increased with higher floors and the number of persons per room decreased. Mortality rates decreased with increasing floors: hazard ratios comparing the ground floor with the eighth floor and above were 1.22 [95 % confidence interval (CI) 1.15–1.28] for all causes, 1.40 (95 % CI 1.11–1.77) for respiratory diseases, 1.35 (95 % CI 1.22–1.49) for cardiovascular diseases and 1.22 (95 % CI 0.99–1.50) for lung cancer, but 0.41 (95 % CI 0.17–0.98) for suicide by jumping from a high place. There was no association with suicide by any means (hazard ratio 0.81; 95 % CI 0.57–1.15). We conclude that in Switzerland all-cause and cause-specific mortality varies across floors of residence among people living in high-rise buildings. Gradients in mortality suggest that floor of residence captures residual socioeconomic stratification and is likely to be mediated by behavioural (e.g. physical activity), and environmental exposures, and access to a method of suicide. Electronic supplementary material The online version of this article (doi:10.1007/s10654-013-9809-8) contains supplementary material, which is available to authorized users.",European journal of epidemiology,EPIDEM
0.095067375,26683900,Estimation of coronary wave intensity analysis using non-invasive techniques and its application to exercise physiology,"  Introduction  Wave intensity analysis (WIA) has found particular applicability in the coronary circulation where it can quantify travelling waves that accelerate and decelerate blood flow. The most important wave for the regulation of flow is the backward-travelling decompression wave (BDW). Coronary WIA has hitherto always been calculated from invasive measures of pressure and flow. However, recently it has become feasible to obtain estimates of these waveforms non-invasively. In this study we set out to assess the agreement between invasive and non-invasive coronary WIA at rest and measure the effect of exercise.    Method and Results  22 patients (mean age 60) with unobstructed coronaries underwent invasive WIA in the Left Anterior Descending artery (LAD). Immediately afterwards, non-invasive LAD flow and pressure were recorded and WIA calculated from pulsed-wave Doppler coronary flow velocity and central blood pressure waveforms measured using a cuff-based technique. Nine of these patients underwent non-invasive coronary WIA assessment during exercise.  A pattern of 6 waves were observed in both modalities. The BDW was similar between invasive and non-invasive measures (peak: 14.9±7.8 vs −13.8±7.1×10 4 Wm −2 s −2 , concordance correlation coefficient (CCC) 0.73, p<0.01; cumulative −64.4±32.8 vs −59.4±34.2×10 2 Wm −2 s −1 , CCC 0.66, p<0.01), but smaller waves were underestimated non-invasively. Increased left ventricular mass correlated with a decreased non-invasive BDW fraction (r=−0.48, p=0.02). Exercise increased the BDW: at maximum exercise peak BDW was −47.0±29.5×10 4 Wm −2 s −2 (p<0.01 vs rest) and cumulative BDW −19.2±12.6×10 3 Wm −2 s −1 (p<0.01 vs rest).    Conclusion  The BDW can be measured non-invasively with acceptable reliably potentially simplifying assessments and increasing the applicability of coronary WIA.  ",American journal of physiology. Heart and circulatory physiology,PHYSIO
0.187869952,30417098,The optimal mating distance resulting from heterosis and genetic incompatibility,"Offspring are fittest when parents are genetically neither too close nor too distant from each other. Theory predicts that the fitness of an individual is maximized when the genetic distance between its parents (i.e., mating distance) is neither too small nor too large. However, decades of research have generally failed to validate this prediction or identify the optimal mating distance (OMD). Respectively analyzing large numbers of crosses of fungal, plant, and animal model organisms, we indeed find the hybrid phenotypic value a humped quadratic polynomial function of the mating distance for the vast majority of fitness-related traits examined, with different traits of the same species exhibiting similar OMDs. OMDs are generally slightly greater than the nucleotide diversities of the species concerned but smaller than the observed maximal intraspecific genetic distances. Hence, the benefit of heterosis is at least partially offset by the harm of genetic incompatibility even within species. These results have multiple theoretical and practical implications for speciation, conservation, and agriculture.",Science advances,ECO
0.497033783,20964322,On-Plate Desalting and SALDI-MS Analysis of Peptides with Hydrophobic Silicate Nanofilms on a Gold Substrate," We report the use of silicate nanofilms for on-plate desalting and subsequently direct laser desorption/ionization-mass spectrometric (LDI-MS) analysis of peptides. A hydrophobic octadecyltrichlorosilane (OTS) monolayer is formed on a calcinated nanofilm on a gold substrate to facilitate sample deposition and interaction with the surface that allows effective removal of MS-incompatible contaminants such as salts and surfactants by simple on-plate washing while the peptides are retained on the spot. By eliminating interferences from matrix-related ions and contaminants, sensitivity of MS analysis has been enhanced over ca. 20 times, leading to improved detection of peptides at the low-fmol level. A high recovery rate of the peptides is obtained by using relatively rough nanofilms, which are prepared through a modified layer-by-layer (LbL)-deposition/calcination process. The performance of the films has been investigated with peptide samples in the presence of high salts (NaCl and sodium acetate) and urea. Compared to MALDI analysis with CHCA-matrix, LDI with on-plate desalting offers marked improvement for analysis of peptides due to low background ions and reduction of sample complexity. Additionally, selective capture of the hydrophobic components of a protein can be achieved, providing a highly useful strategy for specific peptide enrichment. LDI with on-plate desalting approach has also been successfully applied to peptide analysis from protein digests. ",Analytical chemistry,CHEM
0.740866763,25370834,Quantum yield and excitation rate of single molecules close to metallic nanostructures,"The interaction of dyes and metallic nanostructures strongly affects the fluorescence and can lead to significant fluorescence enhancement at plasmonic hot spots, but also to quenching. Here we present a method to distinguish the individual contributions to the changes of the excitation, radiative and non-radiative rate and use this information to determine the quantum yields for single molecules. The method is validated by precisely placing single fluorescent dyes with respect to gold nanoparticles as well as with respect to the excitation polarization using DNA origami nanostructures. Following validation, measurements in zeromode waveguides reveal that suppression of the radiative rate and enhancement of the non-radiative rate lead to a reduced quantum yield. Because the method exploits the intrinsic blinking of dyes, it can generally be applied to fluorescence measurements in arbitrary nanophotonic environments.",Nature communications,CHEM
0.781075594,31457745,Multicomposite Nanostructured Hematite–Titania Photoanodes with Improved Oxygen Evolution: The Role of the Oxygen Evolution Catalyst,"We present a sol–gel processed hematite–titania-based photoanode, which exhibits a photocurrent of up to 2.5 mA/cm 2 at 1.23 V RHE under simulated AM 1.5 G illumination (100 mW/cm 2 ) thanks to the addition of an amorphous cocatalyst with the nominal composition Fe 20 Cr 40 Ni 40 O x . To unveil the role of the cocatalyst interconnected to the photoanode, we performed impedance measurements. According to the one order of magnitude higher value for the capacitance associated with surface states ( C SS ) compared to the bare photoanode, the function of the catalyst−photoanode interface resembles that of a p−n-like junction. In addition, the charge transfer resistance associated with charge transfer processes from surface states ( R ct,ss ) was unchanged at potentials between 0.8 and 1.1 V RHE after adding the cocatalyst, indicating that the catalyst has a negligible effect on the hole transport to the electrolyte. The understanding of the role of oxygen evolution catalysts (OECs) in conjunction with the photoanodes is particularly important for water splitting because most OECs are studied separately at considerably higher potentials compared to the potentials at which photoanode materials are operated.",ACS omega,CHEM
0.169694256,30875813,Effect of Etching Depth on Threshold Characteristics of GaSb-Based Middle Infrared Photonic-Crystal Surface-Emitting Lasers,"We study the effect of etching depth on the threshold characteristics of GaSb-based middle infrared (Mid-IR) photonic-crystal surface-emitting lasers (PCSELs) with different lattice periods. The below-threshold emission spectra are measured to identify the bandgap as well as band-edge modes. Moreover, the bandgap separation widens with increasing etching depth as a result of enhanced diffraction feedback coupling. However, the coupling is nearly independent of lattice period. The relationship between threshold gain and Bragg detuning is also experimentally determined for PCSELs and is similar to that calculated theoretically for one-dimensional distributed feedback lasers.",Micromachines,ENG
0.89009249,20090854,"Preparation, characterization, and modeling of α-zirconium phosphonates with ether-functional surfaces"," Layered α-zirconium(IV) phosphonates were prepared from novel ether-terminal alkyl phosphonic acids, providing nanoplatelets with brush-like polar surfaces. The precursor materials were characterized by NMR, mass spectrometry, and elemental analysis. The derived nanoparticles were examined by XRD, TEM, TGA, and elemental analysis. The experimental compositions were slightly rich in organophosphorus content. In general, the layered materials had good crystallinity, with layer reflections appearing up to (005) and d -spacings consistent with the anticipated α-phase structure. Computer simulations suggest that tailored surface chemistries, including ether functionalities, will offer favorable thermodynamic interactions with polyester polymer matrices. ",Chemistry of materials : a publication of the American Chemical Society,CHEM
0.744467078,31126108,Self-Rated Health and Social Exclusion: Does Gardening Moderate This Relation? Evidence from the German Ageing Survey,"The aim of the present study was to examine whether the association between self-rated health and social exclusion can be moderated by the frequency of gardening in the total sample and stratified by sex. Cross-sectional data employed in this study came from the fifth wave of the German Ageing Survey ( n = 5048), a nationally representative sample comprising non-institutionalized individuals aged 40 and above. A single-item measure was used to quantify self-rated health (ranging from 1 = very good to 5 = very bad). An established scale developed by Bude and Lantermann was used to assess social exclusion. Moreover, individuals reported the frequency of work in the garden (daily; several times a week; once a week; 1-3 times a month; less often; never). Poorer self-rated health was associated with feelings of social exclusion. The frequency of gardening significantly moderated the association between these factors in women. This cross-sectional study emphasizes the moderating role of gardening in the relation between self-rated health and social exclusion in women. Longitudinal studies are required to validate the present findings.",International journal of environmental research and public health,ENVIRON
0.765323922,23945354,Transport Response is a filial-specific behavioral response to maternal carrying in C57BL/6 mice,"Background A mother carries her young in many altricial mammals, such as cats, lions, rats and mice. During maternal carrying, the transported young assume a compact posture. We have recently shown that, in both humans and mice, the carried infants immediately calmed down and showed reductions in heart rate, distress vocalizations, and voluntary movement. The loss of the calming response in mouse pups hindered maternal retrieval efficacy. These findings suggested that the infant calming response functioned to reduce the maternal burden of carrying and was therefore conserved in a variety of mammalian species. However, it remains unclear how and when each component of this calming response develops and whether it is a filial-specific behavior. Results We dissected various components of the carrying-induced responses in mouse pups, collectively called the “Transport Response” herein. We showed that during the second postnatal week, pups exhibited characteristic compact posture with limb ventroflexion. The body trunk remained paradoxically pliable, suggesting complex neural regulation throughout the body. Pups also showed an increased pain tolerance to a tail pinch during the Transport Response. Analyses of the developmental courses of distinct components of the Transport Response revealed the independent regulation of each component: in the first postnatal week, the cessation of ultrasonic vocalizations was exhibited prominently; in the second postnatal week, immobilization reached its peak; and toward the third postnatal week, the postural component became fully matured. At the end of the third postnatal week, when the pups are able to transport by themselves, the pups no longer exhibited the Transport Response. Conclusions This study has revealed the mouse Transport Response as a complex set of behavioral and physiological components, each of which has a specific postnatal time window but is orchestrated in a well-matched manner with the maturation of ambulatory ability in the pups. These findings collectively indicate that the Transport Response is a filial-specific, innate behavioral reaction and is distinct from a simple reflex or defensive freezing response. The Transport Response could be a novel index of primitive filial attachment behaviors, acting to smooth mother-infant interaction.",Frontiers in zoology,ANIMAL
0.646654314,24955376,The “Trojan Horse” Approach to Tumor Immunotherapy: Targeting the Tumor Microenvironment,"Most anticancer therapies including immunotherapies are given systemically; yet therapies given directly into tumors may be more effective, particularly those that overcome natural suppressive factors in the tumor microenvironment. The “Trojan Horse” approach of intratumoural delivery aims to promote immune-mediated destruction by inducing microenvironmental changes within the tumour at the same time as avoiding the systemic toxicity that is often associated with more “full frontal” treatments such as transfer of large numbers of laboratory-expanded tumor-specific cytotoxic T lymphocytes or large intravenous doses of cytokine. Numerous studies have demonstrated that intratumoural therapy has the capacity to minimizing local suppression, inducing sufficient “dangerous” tumor cell death to cross-prime strong immune responses, and rending tumor blood vessels amenable to immune cell traffic to induce effector cell changes in secondary lymphoid organs. However, the key to its success is the design of a sound rational approach based on evidence. There is compelling preclinical data for local immunotherapy approaches in tumor immunology. This review summarises how immune events within a tumour can be modified by local approaches, how this can affect systemic antitumor immunity such that distal sites are attacked, and what approaches have been proven most successful so far in animals and patients.",Journal of immunology research,IMMUN
0.367233671,19859740,Malaria severity and human nitric oxide synthase type 2 (NOS2) promoter haplotypes," Nitric oxide (NO) mediates host resistance to severe malaria and other infectious diseases. NO production and mononuclear cell expression of the NO producing enzyme-inducible nitric oxide synthase (NOS2) have been associated with protection from severe falciparum malaria. The purpose of this study was to identify single nucleotide polymorphisms (SNPs) and haplotypes in the NOS2 promoter, to identify associations of these haplotypes with malaria severity and to test the effects of these polymorphisms on promoter activity. We identified 34 SNPs in the proximal 7.3 kb region of the NOS2 promoter and inferred NOS2 promoter haplotypes based on genotyping 24 of these SNPs in a population of Tanzanian children with and without cerebral malaria. We identified 71 haplotypes; 24 of these haplotypes comprised 82% of the alleles. We determined whether NOS2 promoter haplotypes were associated with malaria severity in two groups of subjects from Dar es Salaam ( N = 185 and N = 250) and in an inception cohort of children from Muheza-Tanga, Tanzania ( N = 883). We did not find consistent associations of NOS2 promoter haplotypes with malaria severity or malarial anemia, although interpretation of these results was potentially limited by the sample size of each group. Furthermore, cytokine-induced NOS2 promoter activity determined using luciferase reporter constructs containing the proximal 7.3 kb region of the NOS2 promoter and the G-954C or C-1173T SNPs did not differ from NOS2 promoter constructs that lacked these polymorphisms. Taken together, these studies suggest that the relationship between NOS2 promoter polymorphisms and malaria severity is more complex than previously described. ",Human genetics,POPGENE
0.932123731,26404278,Layered Location-Based Security Mechanism for Mobile Sensor Networks: Moving Security Areas,"Network security is one of the most important issues in mobile sensor networks (MSNs). Networks are particularly vulnerable in hostile environments because of many factors, such as uncertain mobility, limitations on computation, and the need for storage in mobile nodes. Though some location-based security mechanisms can resist some malicious attacks, they are only suitable for static networks and may sometimes require large amounts of storage. To solve these problems, using location information, which is one of the most important properties in outdoor wireless networks, a security mechanism called a moving security area (MSA) is proposed to resist malicious attacks by using mobile nodes’ dynamic location-based keys. The security mechanism is layered by performing different detection schemes inside or outside the MSA. The location-based private keys will be updated only at the appropriate moments, considering the balance of cost and security performance. By transferring parts of the detection tasks from ordinary nodes to the sink node, the memory requirements are distributed to different entities to save limited energy.","Sensors (Basel, Switzerland)",ENG
0.515112026,22569543,Electrophysiological and Functional Connectivity of the Human Supplementary Motor Area," Neuro-imaging methods for detecting functional and structural inter-regional connectivity are in a rapid phase of development. While reports of regional connectivity patterns based on individual methods are becoming common, studies comparing the results of two or more connectivity-mapping methods remain rare. In this study, we applied transcranial magnetic stimulation during PET imaging (TMS/PET), a stimulation-based method, and meta-analytic connectivity modeling (MACM), a task-based method to map the connectivity patterns of the supplementary motor area (SMA). Further, we drew upon the behavioral domain meta-data of the BrainMap® database to characterize the behavioral domain specificity of two maps. Both MACM and TMS/PET detected multi-synaptic connectivity patterns, with the MACM-detected connections being more extensive. Both MACM and TMS/PET detected connections belonging to multiple behavioral domains, including action, cognition and perception. Finally, we show that the two connectivity-mapping methods are complementary in that, the MACM informed on the functional nature of SMA connections, while TMS/PET identified brain areas electrophysiologically connected with the SMA. Thus, we demonstrate that integrating multimodal database and imaging techniques can derive comprehensive connectivity maps of brain areas. ",NeuroImage,NEURO
0.971626315,25546417,Gene Conversion between Cationic Trypsinogen ( PRSS1 ) and the Pseudogene Trypsinogen 6 ( PRSS3P2 ) in Patients with Chronic Pancreatitis," Mutations of the human cationic trypsinogen gene ( PRSS1 ) are frequently found in association with hereditary pancreatitis. The most frequent variants p.N29I and p.R122H are recognized as disease-causing mutations. Three pseudogene paralogs in the human trypsinogen family, including trypsinogen 6 ( PRSS3P2 ), carry sequence variations in exon 3 which mimic the p.R122H mutation. In routine genetic testing of patients with chronic pancreatitis we identified in two unrelated individuals similar gene conversion events of 24–71 nucleotides length between exon 3 of the PRSS1 (acceptor) and PRSS3P2 (donor) genes. The converted allele resulted in three non-synonymous alterations c.343T>A (p.S115T), c.347G>C (p.R116P) and c.365_366delinsAT (p.R122H). Functional analysis of the conversion triple mutant revealed markedly increased autoactivation resulting in high and sustained trypsin activity in the presence of chymotrypsin C. This activation phenotype was identical to that of the p.R122H mutant. In addition, cellular secretion of the triple mutant from transfected HEK 293T cells was increased about two-fold and this effect was attributable to mutation p.R116P. Our observations confirm and extend the notion that recombination events between members of the trypsinogen family can generate high risk PRSS1 alleles. The pathogenic phenotype of the novel conversion is explained by a unique combination of increased trypsinogen activation and secretion. ",Human mutation,POPGENE
0.529855485,28740357,Diffusion of multiwall carbon nanotubes (MWCNTs) through a high density polyethylene (HDPE) geomembrane," The new applications for carbon nanotubes (CNTs) in various fields and consequently their greater production volume have increased their potential release to the environment. Landfills are one of the major locations where carbon nanotubes are expected to be disposed and it is important to ensure that they can limit the release of CNTs. Diffusion of multiwall carbon nanotubes (MWCNTs) dispersed in an aqueous media through a high-density polyethylene (HDPE) geomembrane (as a part of the landfill barrier system) was examined. Based on the laboratory tests, the permeation coefficient was estimated to be less than 5.1×10 −15 m 2 /s. The potential performance of a HDPE geomembrane and geosynthetic clay liner (GCL) as parts of a composite liner in containing MWCNTs was modelled for six different scenarios. The results suggest that the low value of permeation coefficient of an HDPE geomembrane makes it an effective diffusive barrier for MWCNTs and by keeping the geomembrane defects to minimum during the construction (e.g., number of holes and length of wrinkles) a composite liner commonly used in municipal solid waste landfills will effectively contain MWCNTs. ",Geosynthetics international,CHEM
0.233486506,22722195,Structure of yeast Argonaute with guide RNA," The RNA-induced silencing complex, comprising Argonaute and guide RNA, mediates RNA interference. Here we report the 3.2 Å crystal structure of Kluyveromyces Argonaute ( Kp AGO) fortuitously complexed with guide RNA originating from small-RNA duplexes autonomously loaded and processed by recombinant Kp AGO. Despite their diverse sequences, guide-RNA nucleotides 1–8 are positioned similarly, with sequence-independent contacts to bases, phosphates and 2′-hydroxyl groups pre-organizing the backbone of nucleotides 2–8 in a near–A-form conformation. Compared with prokaryotic Argonautes, Kp AGO has numerous surface-exposed insertion segments, with a cluster of conserved insertions repositioning the N domain to enable full propagation of guide–target pairing. Compared with Argonautes in inactive conformations, Kp AGO has a hydrogen-bond network that stabilizes an expanded and repositioned loop, which inserts an invariant glutamate into the catalytic pocket. Mutation analyses and analogies to Ribonuclease H indicate that insertion of this glutamate finger completes a universally conserved catalytic tetrad, thereby activating Argonaute for RNA cleavage. ",Nature,BIOCHEM
